Customer ID,Customer Name,Invoice/CM #,Date,Sales Representative ID,Quantity,Item ID,Description,G/L Account,Unit Price,Amount,U/M ID,Ship to City
01ZSAMP,SAMPLES ISSUED,CN06228.1,02/10/2015,,-1,D110621,Dermal clay cleanser 250ml-R,40000SSD,0,0,<Each>,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5273302,DEHC OI/Oil 135ml,40000SHDV,0,0,135ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-2,DV5787006,Invisible Serum (slept-In) 50ml,40000SHDV,0,0,50 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-2,DV5787007,Medium Hold Pliable Paste 125ml,40000SHDV,0,0,125 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5787016,Sea Salt Spray 250ml,40000SHDV,0,0,250 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5787008,Medium Hold Finishing Gum 100ml,40000SHDV,0,0,100 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-2,DV5787012,Medium Hold Modelling Gel 250ml,40000SHDV,0,0,250 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5787014,Curl Building Serum 250ml,40000SHDV,0,0,250 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-2,DV5787015,Relaxing Mosturizing Fluid 125ml,40000SHDV,0,0,125 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5787010,Strong Moulding Clay 100ml,40000SHDV,0,0,100 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-3,DV99A2084,Naturaltech Technical dossier ENG,40000SHDV,0,0,<Each>,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV3171195,Calming Shampoo sample sachet,40000SHDV,0,0,12*12ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,D113511,Renewal Lip Complex (0.3 oz),40000SSD,0,0,<Each>,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV99A2165,Flamboyage short meche  - kit 48 pcs- 10 X 25 cmts,40000SHDV,0,0,<Each>,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV99A2166,Flamboyage long meche - kit 48 pcs- 10 X 45 cmts,40000SHDV,0,0,<Each>,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV99A2066,Davines Veil Kit 50pcs,40000SHDV,0,0,<Each>,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5787000,Strong Hold Hair Spray 400ml,40000SHDV,0,0,400 ml,
01ZSAMP,SAMPLES ISSUED,CN06225,02/10/2015,,-1,DV5787002,Invisible No Gas Spray250ml,40000SHDV,0,0,250 ml,
GMCPA,GMC Hospital & Research Centre,CN06230,02/10/2015,JEAS,-12,VNF00012,Vigormax 60's Lot#1311031 Exp01/16,40000VO,194.25,2331,60's,Ajman
GMCPA,GMC Hospital & Research Centre,CN06230,02/10/2015,JEAS,-3,VNF00012,Vigormax 60's Lot#1311031 Exp01/16,40000VO,0,0,60's,Ajman
GMCPA,GMC Hospital & Research Centre,CN06230,02/10/2015,JEAS,0,,DC95126/SUPPLIED WITHOUT LPO,40000VO,0,0,,Ajman
TPCP,Top Care Pharmacy,CN06229,02/10/2015,MUHJ,-6,VNF00233,Lypotrim 90's Lot#1311029 Exp12/2015,40000VO,235,1410,90's,DUBAI
TPCP,Top Care Pharmacy,CN06229,02/10/2015,MUHJ,-1,VNF00233,Lypotrim 90's Lot#1311029 Exp12/2015,40000VO,0,0,90's,DUBAI
TPCP,Top Care Pharmacy,CN06229,02/10/2015,MUHJ,0,,Discount,40000VO,0,-423,,DUBAI
TPCP,Top Care Pharmacy,CN06229,02/10/2015,MUHJ,0,,DC95623/CANCEL,40000VO,0,0,,DUBAI
01TBO,The Beauty Oasis LLC,CN06227,02/10/2015,QY,-6,D111051,"PreCleanse, 5.1 oz (150 ml)",40000SSD,180,1080,150ml,Ajman
01TBO,The Beauty Oasis LLC,CN06227,02/10/2015,QY,0,,Discount,40000SSD,0,-378,,Ajman
01TBO,The Beauty Oasis LLC,CN06227,02/10/2015,QY,0,,DC95912/NEED PROFESSIONAL,40000SSD,0,0,,Ajman
01ZSAMP- DTR,Davines Training Room - Samples,CN06226,02/10/2015,,-1,DV4880019,BOUCLE Perm 2 100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,CN06226,02/10/2015,,0,,PRODUCT TAKEN FROM TRANNING ROOM AND DELIVER TO AFRODITA SALON UNDER DC94654,40000SHDV,0,0,,
01ZSAMP,SAMPLES ISSUED,CN06198,02/10/2015,,-2,D110541,Ultra Calming Cleanser 250ml/8oz,40000SSD,0,0,<Each>,
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-50,D211037,BS Peel Prep Sol 6.0,40000SSD,73.57,3678.5,<Each>,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-50,D211038,BS Peel Enz Actv 4.0,40000SSD,73.57,3678.5,<Each>,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-100,D211039,BS Peel Acid Actv 8.0,40000SSD,73.57,7357,<Each>,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-50,D211040,BS Peel Dceleratr 6.0,40000SSD,73.57,3678.5,<Each>,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-150,D3824C,Fan Brush,40000SSD,0,0,EACH,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-50,D4835,BA Peel Fan,40000SSD,0,0,EACH,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-50,D4818INT,BS Peel merch Caddy,40000SSD,0,0,EACH,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,-1800,D2024A,Plastic Mixing cup single,40000SSD,0,0,EACH,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,0,,DC95952/NEED BIOACTIVE PEEL,40000SSD,0,-18392.5,,Lahore
04MEDIP,New Medi Plus,CN06237,02/10/2015,GM001,0,,,40000SSDP,0,18392.5,,Lahore
RIP,"Riyadh Pharmacy, Sharjah",CN06238,02/10/2015,JEAS,-25,VNF00177,Natal Care 60's Lot#1405023 Exp8/16,40000VO,75,1875,60's,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",CN06238,02/10/2015,JEAS,-6,VNF00177,Natal Care 60's Lot#1405023 Exp8/16,40000VO,0,0,60's,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",CN06238,02/10/2015,JEAS,-12,VNF00009,Jointaid tabs - 90's Lot#1402008 Exp03/16,40000VO,175,2100,<Each>,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",CN06238,02/10/2015,JEAS,-3,VNF00009,Jointaid tabs - 90's Lot#1402008 Exp03/16,40000VO,0,0,<Each>,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",CN06238,02/10/2015,JEAS,0,,Discount,40000VO,0,-1192.5,,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",CN06238,02/10/2015,JEAS,0,,DC95807/CANCEL,40000VO,0,0,,Sharjah
01YAS,World of Esthetics Beauty Salon Yas Mal,CN06371,02/10/2015,GM001,-3,DV3373269,MOMO/serum moisturizing curl enhancing serum 150ml,40000SHDV,39,117,150ml,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,CN06371,02/10/2015,GM001,0,,CONDITION NOT GOOD/LOOKS OLD,40000SHDV,0,0,,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,CN06371,02/10/2015,GM001,0,,,40000SHDV,0,-117,,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,CN06371,02/10/2015,GM001,0,,,40000SHDVYM,0,117,,Abu Dhabi
01RADBC,Radiance Beauty Center,DC96089,02/10/2015,HF,1,DV2161085,A New Color Violet 60ml,40000SHDV,0,0,60ml,Al Ain
01RADBC,Radiance Beauty Center,DC96089,02/10/2015,HF,1,DV2161046,New Colour Cream Base 400ml,40000SHDV,0,0,400ml,Al Ain
01RADBC,Radiance Beauty Center,DC96089,02/10/2015,HF,0,,Complimentary,89000,0,0,,Al Ain
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,50,D210908,BA Peel Prep Solution 6.0,40000SSD,95.55,-4777.5,<Each>,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,100,D210909,BA Peel Acid Actv 8.0,40000SSD,181.55,-18155,<Each>,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,50,D210911,BA Peel Enzyme Active 4.0,40000SSD,124.22,-6211,<Each>,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,50,D210912,BA Peel Decelerator 6.0,40000SSD,95.55,-4777.5,<Each>,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,50,D4835,BA Peel Fan,40000SSD,10.75,-537.5,EACH,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,150,D3824C,Fan Brush,40000SSD,10.27,-1540.5,EACH,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,1800,D2024A,Plastic Mixing cup single,40000SSD,3.11,-5598,EACH,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,50,D4751,BA Peel Timing Manual,40000SSD,4.54,-227,EACH,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,50,D4818INT,BS Peel merch Caddy,40000SSD,74.05,-3702.5,EACH,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,0,,Deal Discount,40000SSD,0,14950.5,,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,0,,,40000SSD,0,30576,,Lahore
04MEDIP,New Medi Plus,DC96078,02/10/2015,GM001,0,,,40000SSDP,0,-30576,,Lahore
01ZSAMP- PR- DAV,Samples Davines - PR,DC96090,02/11/2015,,1,DV3273223,NOUNOU pak =  Nourishing Repairing Mask 75ml,40000SHDV,0,0,75ml,
QTech,Q Tech for General Trading LLC,DC96091,02/11/2015,,1,LK1547482,Straight serum 300 ml.,40000SHLK,38.69,-38.69,300ml,DUBAI
EXCJLT,Excellture,DC96092,02/11/2015,,1,DV3275000,NOUNOU shampoo = Nourishing Illuminating Shampoo  250ml,40000SHDV,41.25,-41.25,250ml,DUBAI
EXCJLT,Excellture,DC96092,02/11/2015,,1,DV3273298,NOUNOU conditioner = Nourishing Illuminating Cream 250ml,40000SHDV,44,-44,250ml,DUBAI
EXCJLT,Excellture,DC96092,02/11/2015,,1,DV2971168,Detoxifying Scrub Shampoo250ml,40000SHDV,63.25,-63.25,250 ml,DUBAI
EXCJLT,Excellture,DC96092,02/11/2015,,0,,,40000SHDV,0,148.5,,DUBAI
EXCJLT,Excellture,DC96092,02/11/2015,,0,,,40000SHDVW,0,-148.5,,DUBAI
126NLP,Nature's Life Pharmacy,DC96093,02/11/2015,NS,1,D110709,Intensive Eye Repair 15ml,40000SSD,209,-209,<Each>,DUBAI
126NLP,Nature's Life Pharmacy,DC96093,02/11/2015,NS,2,D110625,Intensive Moisture Bal 100ml,40000SSD,255,-510,<Each>,DUBAI
126NLP,Nature's Life Pharmacy,DC96093,02/11/2015,NS,1,D110662,Total Eye Care  15ml,40000SSD,209,-209,<Each>,DUBAI
126NLP,Nature's Life Pharmacy,DC96093,02/11/2015,NS,1,D110634,Solar Defense Booster SPF50 1.7oz,40000SSD,209,-209,<Each>,DUBAI
126NLP,Nature's Life Pharmacy,DC96093,02/11/2015,NS,0,,Discount,40000SSD,0,284.25,,DUBAI
126NLP,Nature's Life Pharmacy,DC96094,02/11/2015,NS,1,D110940,Breakout Clearing Overnight Treatment 2.0 oz. (60ml),40000SSDCS,80,-80,60ml,DUBAI
126NLP,Nature's Life Pharmacy,DC96094,02/11/2015,NS,0,,Discount,40000SSDCS,0,20,,DUBAI
MISC,Cash Customers,DC96095,02/11/2015,GM001,2,D211596,Active Moist 177ml,40000SSD,165,-330,<Each>,Dubai
MISC,Cash Customers,DC96095,02/11/2015,GM001,2,D210616,Multi-Active Toner 473ml-P,40000SSD,110,-220,<Each>,Dubai
MISC,Cash Customers,DC96095,02/11/2015,GM001,1,D206151,Soothing Eye MakeUp Rmvr 237ml,40000SSD,98,-98,<Each>,Dubai
MISC,Cash Customers,DC96095,02/11/2015,GM001,1,D211062,M/V Power Firm 2.5oz,40000SSD,275,-275,<Each>,Dubai
MISC,Cash Customers,DC96095,02/11/2015,GM001,1,D210541,Ultra Calming Cleanser 32oz,40000SSD,185,-185,<Each>,Dubai
MISC,Cash Customers,DC96095,02/11/2015,GM001,1,D210543,Barrier Repair 4oz,40000SSD,185,-185,<Each>,Dubai
MISC,Cash Customers,DC96095,02/11/2015,GM001,1,D210700,Daily Microfoliant 6oz,40000SSD,176,-176,<Each>,Dubai
MISC,Cash Customers,DC96096,02/11/2015,GM001,1,D110662,Total Eye Care  15ml,40000SSD,209,-209,<Each>,Dubai
MISC,Cash Customers,DC96096,02/11/2015,GM001,0,,Discount,40000SSD,0,73.15,,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,12,N0011,Nisim Shampoo-Normal to Oily 8oz,40000SHN,79,-948,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,3,N0011,Nisim Shampoo-Normal to Oily 8oz,40000SHN,0,0,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,12,N0012,Nisim Shampoo - Normal to Dry 8oz,40000SHN,79,-948,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,3,N0012,Nisim Shampoo - Normal to Dry 8oz,40000SHN,0,0,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,6,N0021,Nisim Conditioner-Finishing Rinse 8oz,40000SHN,79,-474,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,1,N0021,Nisim Conditioner-Finishing Rinse 8oz,40000SHN,0,0,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,6,N0022,Nisim Conditioner-Oil Free  8oz,40000SHN,79,-474,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,1,N0022,Nisim Conditioner-Oil Free  8oz,40000SHN,0,0,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,3,N0033,Nisim Extract - Original 2oz,40000SHN,79,-237,each,Dubai
RAMAP,Ramada Pharmacy,DC96097,02/11/2015,ANMT,0,,Discount,40000SHN,0,924.3,,Dubai
NAUP,Nour Al Huda pharmacy,DC96098,02/11/2015,MSAM,6,VNF00009,Jointaid tabs - 90's Lot#1402008 Exp03/16,40000VO,175,-1050,<Each>,Sharjah
NAUP,Nour Al Huda pharmacy,DC96098,02/11/2015,MSAM,1,VNF00009,Jointaid tabs - 90's Lot#1402008 Exp03/16,40000VO,0,0,<Each>,Sharjah
NAUP,Nour Al Huda pharmacy,DC96098,02/11/2015,MSAM,0,,Discount,40000VO,0,315,,Sharjah
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,2,D111030,M/Vit Thermofoliant 75ml 2.5oz,40000SSD,225,-450,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,4,D111049,Dynamic Skin Recovery SPF50 1.7oz,40000SSD,319,-1276,50ml,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D110207,Overnight Repair Serum 0.5,40000SSD,395,-395,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D110613,MultiVitamin Power Serum 0.75oz (22ml),40000SSD,348,-348,22ml,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D101511,Skin Resurfacing Cleanser (5.1 oz),40000SSD,189,-189,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D102021,Antioxidant HydraMist (5.1 oz),40000SSD,189,-189,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D110522,Tri-Active Cleanse 5.1,40000SSD,189,-189,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D101104,Special Cleansing Gel 250mlR,40000SSD,149,-149,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D111051,"PreCleanse, 5.1 oz (150 ml)",40000SSD,180,-180,150ml,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,1,D106122,Overnight Clearing Gel 1.7oz,40000SSD,189,-189,<Each>,Dubai
01LE,Lydia Espin/Essa Beauty,DC96099,02/11/2015,JMD,0,,Discount,40000SSD,0,1243.9,,Dubai
01LE,Lydia Espin/Essa Beauty,DC96100,02/11/2015,JMD,1,D110910,Breakout Clearing Foaming Wash 6.0 oz (177ml),40000SSDCS,80,-80,177 ML,Dubai
01LE,Lydia Espin/Essa Beauty,DC96100,02/11/2015,JMD,0,,Discount,40000SSDCS,0,28,,Dubai
01WSSLR,Wanida Sanctuary Spa & Ladies Retreat,DC96101,02/11/2015,KXAN,9,J04010700,32058 PP Rfil Gold Compact,40000JI,45.5,-409.5,0,AJMAN
01WSSLR,Wanida Sanctuary Spa & Ladies Retreat,DC96101,02/11/2015,KXAN,1,J04012803,12003 PP Rfil Warm Silk,40000JI,113.75,-113.75,0,AJMAN
